0.0484243,24.7768
0.0622598,24.7768
0.0760953,19.6987
0.0899308,20.3683
0.103766,39.7879
0.117602,24.7768
0.131437,19.8661
0.145273,24.7768
0.159108,11.4955
0.172944,15.1786
0.186779,9.93304
0.200615,10.8259
0.21445,10.9375
0.228286,20.3683
0.242121,14.8996
0.255957,11.2723
0.269792,11.3839
0.283628,11.4955
0.297463,11.6071
0.311299,11.7187
0.325135,12.6116
0.33897,11.942
0.352806,12.8348
0.394312,13.1696
0.408148,12.6116
0.421983,13.3929
0.435819,13.6161
0.449654,12.9464
0.532667,13.6161
0.546503,13.8393
0.560338,13.9509
0.574174,14.1741
0.588009,15.2902
0.61568,15.625
0.629516,14.7321
0.643351,15.8482
0.657187,15.067
0.671022,16.2946
0.684858,15.5134
0.698693,15.625
0.712529,16.9643
0.7402,17.2991
0.754035,16.183
0.767871,16.5179
0.809377,18.5268
0.823213,17.4107
0.837048,18.8616
0.850884,17.7455
0.864719,18.0804
0.878555,19.6429
0.89239,18.4152
0.947733,0.892857
0.961568,0.446429
0.975404,20.2009
0.989239,21.7634
1.00307,20.5357
1.01691,22.6562
1.03075,22.8795
1.04458,21.317
1.05842,21.5402
1.07225,21.9866
1.08609,24.2187
1.09992,24.8884
1.12759,22.9911
1.14143,23.6607
1.15527,23.8839
1.1691,24.2746
1.18294,26.5625
1.19677,27.4554
1.21061,25.2232
1.22444,25.8929
1.23828,26.2835
1.25211,26.5625
1.26595,27.0089
1.27978,27.4554
1.29362,27.6786
1.30746,27.9018
1.32129,28.4598
1.33513,28.7946
1.3628,29.4085
1.39047,30.1339
1.4043,33.0357
1.41814,30.692
1.43198,31.5848
1.44581,33.9286
1.45965,32.0312
1.47348,32.5335
1.48732,33.0915
1.50115,35.2679
1.52882,34.375
1.54266,35.3795
1.5565,34.8214
1.57033,35.2679
1.58417,35.7143
1.598,36.6629
1.61184,36.0491
1.62567,36.2723
1.63951,38.2812
1.65334,36.8304
1.66718,37.0536
1.68101,37.6116
1.69485,39.3973
1.70869,38.058
1.72252,39.9554
1.73636,40.067
1.75019,40.4018
1.76403,40.7366
1.77786,39.5089
1.7917,40.9598
1.80553,40.067
1.81937,41.6295
1.83321,41.8527
1.84704,40.7366
1.86088,40.9598
1.87471,41.2946
1.88855,42.5223
1.90238,41.6295
1.91622,41.8527
1.94389,42.2991
1.95772,0.669643
1.97156,21.7634
1.9854,0.446429
1.99923,43.192
2.01307,43.3036
2.0269,43.5268
2.05457,44.9777
2.06841,43.9732
2.08224,44.1964
2.10992,44.5312
2.12375,45.7589
2.15142,44.9777
2.16526,45.0893
2.17909,45.4241
2.19293,45.5357
2.20676,46.6518
2.2206,45.8705
2.28978,46.6518
2.30361,47.5446
2.34512,47.2098
2.35895,47.9911
2.38663,47.5446
2.44197,48.6607
2.4558,47.8795
2.48347,48.8839
2.51115,48.9955
2.55265,49.2187
2.58032,49.3304
2.59416,49.442
2.63566,48.7723
2.6495,49.6652
2.66334,48.8839
2.69101,48.9955
2.70484,49.7768
2.73251,49.8884
2.74635,49.1071
2.76018,50
2.80169,49.2187
2.87087,49.442
2.8847,49.442
2.89854,49.442
2.91238,50.1116
2.92621,50.1116
2.94005,50.1116
3.00922,49.442
3.02306,49.442
3.05073,49.8884
3.06457,49.3304
3.0784,49.7768
3.13374,49.6652
3.14758,48.9955
3.17525,48.8839
3.23059,49.2187
3.2721,48.9955
3.3136,48.2143
3.32744,48.1027
3.36895,47.8795
3.39662,48.3259
3.41045,48.2143
3.43812,47.433
3.45196,47.8795
3.4658,47.2098
3.47963,47.6562
3.49347,46.875
3.5073,47.433
3.52114,47.3214
3.53497,47.2098
3.54881,46.4286
3.56264,46.9866
3.57648,46.875
3.59032,46.7634
3.60415,45.8705
3.61799,45.7589
3.67333,45.3125
3.68716,45.2009
3.72867,44.8661
3.74251,45.4241
3.75634,44.6429
3.77018,44.5312
3.78401,44.4196
3.79785,44.9777
3.81168,44.0848
3.85319,44.308
3.86703,43.4152
3.8947,43.0804
3.92237,43.6384
3.9362,42.7455
3.95004,43.3036
3.96387,42.2991
3.97771,0.446429
3.99154,42.0759
4.00538,41.9643
4.01922,41.8527
4.03305,41.7411
4.04689,41.6295
4.06072,41.4062
4.07456,42.1875
4.08839,41.0714
4.10223,40.8482
4.11606,40.625
4.14374,40.4018
4.17141,40.067
4.18524,39.9554
4.19908,40.625
4.21291,40.5134
4.22675,39.6205
4.28209,39.8437
4.30976,38.6161
4.3236,39.3973
4.33743,38.2812
4.35127,38.058
4.39277,37.6116
4.42045,37.2768
4.43428,38.058
4.46195,37.6116
4.47579,36.7187
4.48962,36.6071
4.50346,36.3839
4.53113,35.9375
4.54497,36.6071
4.5588,36.4955
4.57264,35.3795
4.61414,34.933
4.62798,34.7098
4.64181,34.5982
4.65565,34.375
4.66949,34.1518
4.68332,34.0402
4.71099,34.8214
4.73866,33.5937
4.7525,33.4821
4.76633,33.2589
4.794,33.817
4.80784,32.8125
4.82168,32.4777
4.84935,32.2545
4.86318,32.0312
4.87702,32.9241
4.90469,32.4777
4.91852,31.25
4.9462,31.9196
4.96003,30.692
4.9877,30.3571
5.01537,0.446429
5.02921,0.558036
5.04304,15.067
5.05688,29.3527
5.07071,29.2411
5.08455,30.1339
5.11222,28.7946
5.1814,28.7946
5.19523,27.6786
5.22291,28.2366
5.25058,27.9018
5.26441,27.7902
5.27825,26.3393
5.29208,27.4554
5.30592,26.1161
5.33359,26.7857
5.34743,25.6696
5.36126,25.4464
5.3751,26.2277
5.38893,26.0045
5.4166,24.5536
5.45811,24.1071
5.48578,23.7723
5.52729,23.2143
5.54112,23.9955
5.56879,22.7679
5.6103,22.3214
5.62414,22.0982
5.63797,21.7634
5.65181,22.433
5.66564,22.3214
5.67948,21.0937
5.69331,20.8705
5.70715,20.7589
5.72098,20.6473
5.73482,21.5402
5.74865,20.4241
5.77633,19.9777
5.79016,20.7589
5.804,19.5312
5.81783,20.5357
5.8455,18.8616
5.85934,19.9777
5.87317,18.4152
5.88701,19.5312
5.90085,17.9687
5.91468,17.7455
5.94235,17.4107
5.95619,17.2991
5.97002,18.192
5.98386,16.9643
5.99769,17.7455
6.01153,16.6295
6.02537,8.42634
6.0392,1.06027
6.05304,17.0759
6.06687,16.0714
6.09454,16.6295
6.10838,15.625
6.12221,16.4062
6.13605,16.2946
6.14988,15.4018
6.17756,15.2902
6.19139,15.8482
6.24673,15.5134
6.2744,14.7321
6.28824,14.6205
6.31591,14.5089
6.34358,14.3973
6.37125,14.2857
6.39892,14.1741
6.41276,14.7321
6.42659,14.7321
6.52344,14.0625
6.55111,14.6205
6.70331,14.0625
6.71714,14.7321
6.75865,14.1741
6.77248,14.8437
6.80015,14.9554
6.81399,14.3973
6.82782,14.5089
6.88317,14.6205
6.91084,15.4018
6.95234,15.067
6.96618,15.7366
6.98002,15.8482
6.99385,15.2902
7.00769,15.9598
7.02152,16.0714
7.04919,15.5134
7.06303,15.625
7.07686,15.7366
7.13221,16.183
7.14604,17.0759
7.18755,17.5223
7.21522,17.0759
7.22905,17.1875
7.24289,17.2991
7.25673,17.4107
7.27056,18.6384
7.2844,18.75
7.31207,18.1362
7.3259,19.4196
7.33974,18.5268
7.35357,18.75
7.36741,18.8616
7.38125,18.9732
7.39508,20.5357
7.40892,19.5312
7.42275,20.9821
7.43659,19.8661
7.45042,19.9777
7.46426,20.5357
7.49193,22.0982
7.50576,21.2054
7.5196,21.5402
7.53344,22.7679
7.54727,21.875
7.56111,22.0982
7.57494,23.4375
7.58878,23.2143
7.60261,24.2187
7.61645,23.1027
7.63028,23.3259
7.64412,24.8884
7.65796,23.9955
7.67179,25.3348
7.69946,24.7768
7.7133,26.4509
7.72713,26.7857
7.7548,25.7812
7.76864,27.6786
7.78248,26.4509
7.79631,28.5714
7.81015,27.1205
7.82398,27.567
7.83782,29.6875
7.85165,30.2455
7.86549,28.683
7.87932,28.9621
7.90699,29.9107
7.92083,30.3571
7.93467,32.3661
7.9485,30.8036
7.96234,31.3616
7.97617,31.8638
7.99001,33.1473
8.00384,32.8125
8.01768,0.837054
8.03151,35.2679
8.04535,1.22768
8.05919,34.4308
8.07302,34.933
8.08686,37.2768
8.10069,35.7143
8.11453,36.2723
8.1422,39.2857
8.15603,37.4442
8.16987,40.2902
8.1837,38.9509
8.21138,39.8437
8.22521,40.5134
8.23905,42.6339
8.25288,41.183
8.26672,41.9643
8.28055,42.3549
8.29439,44.0848
8.30822,43.5826
8.32206,46.0379
8.3359,46.7634
8.34973,44.7545
8.36357,45.4799
8.3774,46.317
8.39124,48.1585
8.40507,46.9866
8.41891,48.1027
8.43274,48.4933
8.44658,50.9487
8.46042,50.3348
8.47425,52.5112
8.48809,54.5201
8.50192,51.8973
8.51576,53.2366
8.52959,53.7388
8.54343,54.2411
8.55726,55.3013
9.,2.00893
9.01384,1.11607
10.0377,19.0848
10.0515,10.1004
10.0653,15.0112
