1.28435 27.3328
1.29393 27.605
1.30351 28.888
1.3131 27.916
1.32268 28.0715
1.33227 28.3826
1.34185 28.7714
1.35144 29.0047
1.36102 29.0824
1.37061 29.2379
1.38019 29.86
1.38978 30.0933
1.39936 32.4261
1.40895 31.5708
1.42812 30.6376
1.4377 31.4541
1.44728 31.7263
1.45687 33.9036
1.46645 32.0373
1.47604 32.2706
1.48562 32.5428
1.49521 32.9316
1.50479 33.3204
1.51438 34.4868
1.52396 33.7481
1.53355 33.9425
1.54313 34.5645
1.55272 34.6812
1.5623 34.8367
1.57188 34.9922
1.58147 35.3421
1.59105 35.7309
1.60064 36.6252
1.61022 36.0031
1.61981 36.1586
1.62939 36.3142
1.63898 36.4697
1.64856 36.6252
1.65815 36.8585
1.66773 37.014
1.67732 37.1695
1.6869 37.5583
1.69649 37.8694
1.70607 39.5023
1.71565 38.1026
1.72524 38.3748
1.73482 38.647
1.74441 38.8802
1.75399 40.3577
1.76358 39.8134
1.77316 40.8243
1.78275 39.3468
1.79233 39.7356
1.80192 41.1353
1.8115 40.7076
1.82109 40.2799
1.83067 40.4355
1.84026 40.6687
1.84984 42.0684
1.85942 40.902
1.86901 41.0575
1.87859 41.2908
1.88818 41.4463
1.89776 41.6019
1.90735 42.7683
1.91693 41.8351
1.92652 43.3126
1.9361 42.224
1.94569 42.3795
1.95527 42.4572
1.96486 42.6128
1.97444 42.7683
1.98403 42.9238
1.99361 44.0902
2.00319 43.3126
2.01278 43.3904
2.02236 43.4681
2.03195 43.6236
2.04153 43.7792
2.05112 43.8569
2.0607 43.9347
2.07987 44.0902
2.08946 45.4899
2.09904 45.5677
2.10863 44.5568
2.1278 44.79
2.13738 45.9565
2.15655 45.1011
2.16613 46.2675
2.17572 45.2566
2.1853 45.4121
2.19489 45.6454
2.20447 46.5785
2.21406 45.8009
2.22364 45.9565
2.23323 46.0342
2.24281 46.1897
2.26198 47.2784
2.27157 47.3561
2.28115 46.5785
2.29073 46.7341
2.30032 47.5894
2.3099 46.9673
2.31949 47.8227
2.32907 47.9005
2.34824 48.1337
2.35783 47.4339
2.36741 48.2115
2.39617 48.367
2.40575 48.4448
2.41534 48.5226
2.42492 47.9005
2.4345 47.9782
2.45367 48.056
2.47284 48.1337
2.48243 49.0669
2.5016 48.2115
2.52077 48.2893
2.53994 49.3002
2.56869 49.4557
2.58786 49.5334
2.59744 48.7558
2.60703 48.8336
2.63578 48.9891
2.66454 49.0669
2.67412 49.9222
2.68371 49.1446
2.69329 49.2224
2.70288 50
2.71246 50
2.73163 49.3002
2.7508 50.1555
2.76997 50.2333
2.77955 49.3779
2.80831 49.4557
2.82748 49.5334
2.83706 50.311
2.84665 49.6112
2.85623 50.311
2.86581 50.311
2.88498 49.689
2.89457 49.689
2.90415 49.689
2.91374 49.689
2.92332 49.689
3.00958 50.311
3.01917 49.689
3.02875 49.689
3.05751 50.1555
3.06709 49.6112
3.08626 49.5334
3.10543 50
3.13419 49.9222
3.14377 49.9222
3.16294 49.2224
3.17252 49.8445
3.18211 49.1446
3.19169 49.7667
3.20128 49.0669
3.22045 48.9891
3.23003 48.9114
3.25879 48.8336
3.26837 48.8336
3.27796 49.3002
3.28754 48.7558
3.29712 48.6781
3.30671 48.6003
3.31629 48.5226
3.32588 48.4448
3.33546 48.367
3.34505 48.2893
3.35463 48.9891
3.36422 48.2115
3.3738 48.1337
3.39297 48.056
3.40256 47.9782
3.41214 47.9005
3.45048 47.6672
3.46965 48.056
3.47923 47.4339
3.48882 47.9005
3.4984 47.2006
3.51757 47.0451
3.52716 46.9673
3.53674 46.8896
3.55591 46.7341
3.5655 47.2784
3.58466 46.423
3.60383 46.2675
3.61342 46.8896
3.623 46.8118
3.64217 46.7341
3.65176 45.8787
3.66134 46.6563
3.67093 45.7232
3.69968 46.3453
3.72843 45.9565
3.73802 45.1011
3.7476 45.0233
3.75719 44.9456
3.76677 44.8678
3.77636 44.79
3.78594 44.7123
3.79553 44.6345
3.80511 44.5568
3.82428 44.3235
3.83387 44.0902
3.84345 44.0124
3.85304 43.9347
3.86262 43.8569
3.88179 44.3235
3.89137 43.4681
3.92013 43.2348
3.92971 43.1571
3.9393 43.0793
3.94888 43.7014
3.95847 42.846
3.96805 42.7683
3.99681 42.3795
4.03514 42.9238
4.04473 42.846
4.0639 41.7574
4.07348 41.6019
4.08307 42.4572
4.09265 41.3686
4.10224 42.1462
4.11182 41.1353
4.12141 41.9129
4.13099 40.8243
4.14058 41.7574
4.16933 40.4355
4.17891 40.2799
4.1885 41.1353
4.20767 40.0467
4.21725 39.9689
4.22684 39.8911
4.23642 39.8134
4.24601 39.7356
4.25559 39.6579
4.26518 39.5023
4.27476 39.2691
4.28435 39.1913
4.29393 40.0467
4.3131 39.8134
4.32268 38.8025
4.33227 39.6579
4.35144 39.3468
4.36102 38.3359
4.37061 39.1135
4.38019 38.0249
4.38978 37.9471
4.39936 37.8694
4.40895 37.7138
4.41853 37.6361
4.4377 37.4028
4.44728 37.325
4.46645 37.0918
4.47604 37.014
4.48562 36.9362
4.49521 36.8585
4.50479 36.7807
4.51438 36.5863
4.52396 36.3919
4.53355 36.2364
4.55272 36.0031
4.5623 35.8476
4.57188 35.6921
4.58147 35.6143
4.59105 35.4588
4.60064 35.381
4.61022 35.3033
4.61981 35.1477
4.62939 35.07
4.63898 34.9145
4.65815 35.6921
4.66773 34.6034
4.70607 35.2255
4.71565 35.07
4.72524 33.9036
4.73482 33.8258
4.74441 33.7481
4.77316 33.5148
4.78275 33.3593
4.79233 34.2924
4.80192 33.126
4.8115 33.0482
4.82109 32.9705
4.83067 32.7372
4.84026 32.5816
4.84984 33.437
4.85942 32.4261
4.86901 32.3484
4.87859 32.0373
4.89776 31.7263
4.90735 32.7372
4.91693 31.5708
4.92652 32.5816
4.9361 31.3375
4.94569 31.2597
4.95527 31.182
4.96486 31.4541
4.97444 30.7932
4.98403 30.6376
5.02236 30.2488
5.03195 30.0933
5.04153 30.0156
5.05112 30.9487
5.0607 29.7823
5.07029 29.4712
5.07987 29.3935
5.08946 29.3157
5.09904 30.2488
5.10863 29.2379
5.11821 29.0824
5.1278 28.8103
5.13738 29.86
5.14696 28.4603
5.15655 28.3826
5.16613 29.2379
5.17572 28.2271
5.1853 29.0824
5.19489 28.9269
5.20447 27.8383
5.22364 27.605
5.23323 27.4495
5.24281 27.2939
5.2524 28.1493
5.27157 26.9829
5.28115 26.6719
5.29073 26.5163
5.30032 27.6827
5.31949 27.3717
5.32907 26.1275
5.33866 27.0607
5.34824 26.9051
5.35783 25.8165
5.377 25.5054
5.38658 25.3499
5.39617 26.2053
5.40575 25.0389
5.41534 24.9611
5.42492 24.8056
5.4345 24.5723
5.44409 24.4946
5.45367 24.4168
5.46326 25.4277
5.48243 24.1058
5.49201 23.9502
5.51118 24.8056
5.52077 24.5723
5.53035 23.4059
5.53994 23.3281
5.55911 23.0949
5.56869 23.0171
5.57827 22.9393
5.58786 22.7838
5.59744 22.7061
5.61661 22.4728
5.6262 22.395
5.63578 22.2395
5.64537 23.0171
5.65495 21.7729
5.66454 21.6952
5.67412 21.5785
5.68371 21.3841
5.69329 21.1509
5.70288 20.9953
5.71246 22.0062
5.72204 20.8398
5.73163 20.7621
5.74121 20.6843
5.7508 20.5288
5.76997 21.3064
5.77955 20.2955
5.78914 20.0622
5.79872 19.9067
5.80831 19.6734
5.81789 19.5956
5.83706 19.2846
5.84665 19.0513
5.85623 18.9736
5.86581 18.818
5.8754 18.7403
5.88498 18.5848
5.89457 18.3515
5.90415 19.5179
5.91374 18.0404
5.93291 17.7294
5.94249 17.6516
5.95208 17.4961
5.96166 17.4184
5.97125 17.3406
5.98083 17.2628
5.99042 18.196
6 17.9627
6.01917 17.7294
6.02875 16.6407
6.05751 16.2519
6.06709 17.1073
6.09585 15.9409
6.10543 15.8631
6.11502 16.6407
6.14377 15.5521
6.15335 15.4743
6.17252 16.0964
6.18211 15.3966
6.19169 15.3188
6.20128 15.9409
6.22045 15.1633
6.23962 15.0855
6.2492 15.6299
6.25879 15.5521
6.27796 15.4743
6.28754 14.7745
6.29712 14.6967
6.31629 15.2411
6.33546 14.5412
6.34505 14.4635
6.35463 15.0855
6.36422 15.0078
6.3738 14.3857
6.39297 14.3079
6.41214 14.2302
6.42173 14.7745
6.43131 14.7745
6.44089 14.7745
6.45048 14.7745
6.50799 14.1524
6.51757 14.1524
6.54633 14.0747
6.55591 14.0747
6.59425 14.619
6.60383 14.619
6.64217 14.0747
6.65176 14.0747
6.66134 14.0747
6.67093 14.0747
6.68051 14.0747
6.6901 14.0747
6.69968 14.0747
6.70927 14.0747
6.71885 14.7745
6.72843 14.7745
6.73802 14.1524
6.77636 14.8523
6.78594 14.2302
6.79553 14.93
6.8147 15.0078
6.83387 14.4635
6.84345 14.5412
6.86262 15.1633
6.8722 14.619
6.88179 15.2411
6.90096 15.3188
6.92971 15.4743
6.9393 14.93
6.94888 15.0078
6.95847 15.0855
6.97764 15.1633
6.98722 15.8631
7.00639 15.3188
7.02556 15.3966
7.05431 15.4743
7.0639 15.5521
7.07348 15.6299
7.10224 15.8631
7.11182 15.9409
7.12141 16.0187
7.13099 16.9518
7.14058 16.1742
7.15016 16.2519
7.16933 16.4852
7.1885 16.6407
7.19808 16.7185
7.20767 16.7963
7.21725 17.8849
7.22684 17.1073
7.24601 17.2628
7.25559 17.3406
7.26518 17.4184
7.27476 17.5739
7.28435 17.6516
7.30351 18.8958
7.3131 17.8849
7.32268 18.0793
7.33227 18.3515
7.34185 19.5179
7.35144 19.6734
7.37061 19.9067
7.38019 20.14
7.38978 20.2955
7.39936 20.451
7.40895 20.6065
7.41853 19.4401
7.42812 20.8398
7.4377 19.8289
7.44728 19.9067
7.45687 19.9844
7.46645 20.2566
7.47604 20.5288
7.48562 20.8009
7.49521 20.9176
7.50479 20.9953
7.51438 21.1509
7.52396 21.3841
7.53355 21.6174
7.54313 22.7838
7.55272 21.8507
7.5623 22.0062
7.57188 22.084
7.58147 22.3173
7.59105 23.6392
7.60064 23.8725
7.61022 22.7838
7.61981 23.0171
7.62939 23.1726
7.63898 23.3281
7.64856 23.4837
7.65815 25.0389
7.66773 23.7947
7.67732 24.339
7.6869 24.4946
7.69649 25.1944
7.70607 24.7278
7.71565 24.9611
7.72524 25.1166
7.73482 25.2722
7.74441 26.9829
7.75399 27.3717
7.76358 25.661
7.77316 26.1664
7.78275 26.4386
7.79233 27.2939
7.80192 26.6719
7.8115 28.6936
7.82109 27.0607
7.83067 29.1602
7.84026 27.7605
7.84984 28.7714
7.85942 30.3266
7.86901 28.3437
7.87859 28.7714
7.88818 28.9269
7.89776 30.3266
7.90735 30.521
7.91693 29.86
7.92652 31.804
7.9361 31.3764
7.94569 30.6376
7.95527 31.8429
7.96486 31.0264
7.97444 31.4152
7.98403 31.7652
7.99361 32.2317
8.00319 33.2815
8.01278 33.6703
8.02236 33.437
8.03195 35.1477
8.04153 35.3033
8.05112 35.8087
8.0607 33.9813
8.07029 34.2535
8.07987 34.8756
8.08946 35.2255
8.09904 36.3919
8.10863 35.7698
8.11821 36.042
8.1278 36.4308
8.13738 37.7138
8.14696 37.9082
8.15655 39.5412
8.16613 37.1695
8.17572 38.1415
8.1853 39.5801
8.19489 38.958
8.20447 41.4852
8.21406 39.5801
8.22364 39.93
8.23323 40.591
8.24281 40.8243
8.2524 42.846
8.26198 41.1353
8.27157 41.7963
8.28115 42.224
8.29073 42.4184
8.30032 42.9627
8.3099 43.1571
8.31949 43.3904
8.32907 44.2068
8.33866 45.4899
8.34824 44.5568
8.35783 47.4339
8.36741 45.2177
8.377 45.7621
8.38658 48.6781
8.39617 49.3002
8.40575 50.0778
8.41534 46.9673
8.42492 48.0949
8.4345 51.0886
8.44409 48.717
8.45367 51.9051
8.46326 51.3997
8.47284 50.311
8.48243 51.2442
8.49201 51.5552
8.5016 54.7045
8.51118 55.521
8.52077 52.4106
8.53035 53.6159
8.53994 53.8103
8.54952 54.3546
8.55911 54.5879
8.56869 54.9767
10.0351 0.311042
10.0447 36.042
10.0543 17.4184
10.0639 17.9627
10.0735 9.91446
